,business_id,date,review_id,stars_x,text,user_id,address,categories,city,latitude,longitude,name,postal_code,review_count,stars_y,state,sentiments
219076,4CxF8c3MB7VAdY8zFb2cZQ,2017-09-28 03:25:54,eYZCSq87Wt1utAgA8i5orw,2.0,"Probably wouldn't come back to this tourist spot. The hugely popular Voodoo Doughnut was crowded and a bit dirty. There are better donut shops in Portland. Give them all a try. No need to buy a dozen at each stop.

Note: I felt like my Voodoo Doll donut may have had traces of nuts. I had a slight reaction after a small bite.",kWFd_18oJVyJ0aNOAwwRew,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,3
219092,4CxF8c3MB7VAdY8zFb2cZQ,2013-05-01 17:38:48,S7ICS1JLyxnX4BQE7y5xpA,5.0,it's tasty and fun to have the challenge for a super huge donut within 80 secs.,R_9fHBve3zP--5iUvB9LfA,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
219160,4CxF8c3MB7VAdY8zFb2cZQ,2015-06-18 05:42:13,Yz3FOhMhwGjJZCZ0Q1gV-g,2.0,It's great for a tourist visit but the actually quality is average.,pF1yXIORDVFw15Y41u7L-w,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,3
219162,4CxF8c3MB7VAdY8zFb2cZQ,2017-07-15 23:41:58,QHvw03WjC5-kFUVl6KRGTw,5.0,"It was a nice rainy day in Portland and the line was out the door. They were nice enough to pass out some coffee and donuts to those of us waiting. What great donuts, awesome experience and service to go with it",_4F3Co7Y73bgskKy2ucaeQ,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
219183,4CxF8c3MB7VAdY8zFb2cZQ,2012-10-23 22:27:36,VFaCNlCdWEz__2FpFRw6Kg,5.0,"The line is hilarious.  It's so long, you'd think all these people are waiting to get into a hot nightclub but no, we're all waiting for our Voodoo Doughnuts!  Don't worry though - the line actually goes by pretty fast and it's well, well, WELL worth the wait!

I was most shocked by how GOOD the prices are at this place.  As such a hyped up, must-see Portland attraction, I expected the prices to be overpriced but they weren't.  I don't remember the exact prices, but there were many doughnuts that only cost around a dollar each.

I ordered a ""Voodoo Doll,"" which was great!  It's a doughnut shaped like a little voodoo doll, with a little pretzel stick you use to poke at it and see the jelly filling ooze out.  I also ordered a Portland Cream which was amazing, and a glazed French Crueller, also good.

I'd give this place SIX stars if I could!  BTW, remember to bring cash.",ps2f-PDJIU7NVStZGb2MMw,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
219204,4CxF8c3MB7VAdY8zFb2cZQ,2012-11-26 04:55:01,qGhsMeQQufviDRxV3c1QSA,5.0,"When in Portland...

Vegan donuts = Win

We got lucky and visited when there was really no line. We had the namesake Voodoo doll donut and the chocolate/Oreo/PB donut. They were both delicious, decadent and fun. 

The creative decorations and flavor combinations make this place worth visiting again!

It's a small shop and I can imagine it must be kind of crazy when the lines are long, but the employees were really friendly and pleasant. The only downsides are the kind of shady area with people begging and having to pay for parking.",JP75FtAg9zCXug359pXs4A,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
219248,4CxF8c3MB7VAdY8zFb2cZQ,2013-05-02 03:45:00,o0t0V5z5i6vvLUsD2OIlTw,4.0,Yea- wow- majorly cool and majorly good. we enjoyed... Only in Portland...You guys rock!,ZSbXTbRO5l0gy0AURmc4Vg,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
219303,4CxF8c3MB7VAdY8zFb2cZQ,2013-04-29 02:31:20,kfab9euN0DftKqIF5lzlfA,3.0,"Ok, we went here because of the enormous amount of reviews. The location is downtown near the waterfront and chinatown, the titles of the doughnuts are catchy but the flavors mask the doughnut taste. If you have ever had a malasada, voodoo doughnuts are no match. You should try it to blend in with everyone else or to be the favor of a party but not try it because you are a cop and want to taste the best donut Portland has to offer.",yX1MDBk8XieCu2s6Ajaquw,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,2
219348,4CxF8c3MB7VAdY8zFb2cZQ,2014-11-10 04:37:35,EcSfc99Xo8gHpzSLkOzlZw,2.0,"I have tried voodoo both times I've been to Portland, there's always a long line but it moves pretty fast. Things are little crazy in there so both times I've asked for a dozen that they pick. The second time the girl at the counter was not friendly, I asked for an extra maple bacon, and she gave me one, then she have me about eight donuts that are essentially the same just with different stale cereal toppings. Stale sugar doughnuts with fruit loops, Oreos, fruity pebbles, sprinkles, all stale. They make a decent cake doughnut, try blueberry if that's your thing, and they have pretty good vegan doughnuts. Otter than that I don't think I'll be back.",Kh4bY-OUM6jbSCf8QmTC5g,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,3
219365,4CxF8c3MB7VAdY8zFb2cZQ,2016-05-01 01:16:12,WYra1_I1SPEIccKWUWmrrw,3.0,"I had to see what all the hype was about. The line was out the door but it went fairly quickly. After reading all the reviews about the rude employees that don't seem to like customers who ask questions, I felt a little intimidated.  If they don't like the questions, I'm not sure why they don't post menus explaining each donut and what they contain. Seems like if you're going to have customers waiting in a long line out  the door, you would post a descriptive menu on the window to read while you wait. I took my chances and just ordered 3 varieties. The Portland cream, plain glaze, and another one that had rice crispees and peanut butter on top. Sound gross but I asked her for something with peanut butter and that's what I got. The Portland cream was definitely the favorite and very good. The rest were just ok. I will take a hot crispy cream glaze donut any day over these. I'm glad I tried them but I don't need to go back!   
BTW I didn't feel the employees were rude, not overly friendly or welcoming but then again, I don't think I would either dealing with nonstop crowds!",H9XtPbaRkY_ycHtzeyLRbg,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,2
219379,4CxF8c3MB7VAdY8zFb2cZQ,2015-08-17 15:16:16,CflG0APzUgcdusoRDBZ50g,3.0,"Definitely have to go just for the experience of Voodoo but the doughnuts aren't the best I have ever had and you will wait in line forever! But once you get through the line you will have your pink box and a one of a kind Portland experience. - Make sure to bring cash!!! they don't accept CCs. 
** if you can get the doughnut fresh out of the oven when they are still just a bit warm they are much better!",ZOKMfYSJV2G1VlSqIQNLYQ,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,2
219417,4CxF8c3MB7VAdY8zFb2cZQ,2009-09-18 16:22:15,fQt6z2VJd0Tc2FpCzdpo-w,4.0,"Took a quick little trip to Portland for a birthday celebration and our first stop there was Voodoo Donuts!

My boyfriend has always wanted to try the maple bar with bacon on top and I was open to trying anything they had.  So as our second choice we got an Old Dirty Bastard.  We tried the maple bar first and we were both amazed with how good it was!  We talked about how it's kind of a novelty type of place and that it doesn't have to be good to sell donuts because, well, they're just so unique.  However this was so tasty!  The maple wasn't too sweet and the bacon was the perfect crispness and saltiness to just make it all work.  It was sublime.  
Next was the ODB and that was HEAVEN!  A raised donut with chocolate frosting covered with oreos and drizzled with peanut butter!!!  So good and what a sugar shock!!!  It was worth it though, I desperately needed a glass of milk with it though!!

So two thumbs up from me on this place.  It's a novelty shop, but has really tasty donuts to boot!  Now I say to thee, divide and conquer!",AFNnEHSSmdf8u0YsC5wHtA,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
219464,4CxF8c3MB7VAdY8zFb2cZQ,2012-03-28 21:45:44,5iYYcNHo9KrHpYbxYhaPUw,4.0,"If the line is crazy long, just drive to the one on Davis. Guaranteed to have a way shorter line. 

Also, the doughnuts are actually good. Don't be turned away by all the bells and whistles they pile on.",O8lxviXtwWjBN2nNMuRosw,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
219482,4CxF8c3MB7VAdY8zFb2cZQ,2010-09-15 15:36:33,sw7eeqBduB6JmYEpSpcJtw,5.0,"Stopped in on my way back home from Portland and ordered a chocolate donut with crushed butterfinger topping.  Best donut ever.

A pair of down-on-their-luck panhandler dudes camped outside said hello to me on my way in, which I must have just ignored.  On my way out, one of the dudes stood up and petulantly muttered ""when someone says hello to you, you should say hello back!"", and then stormed off down the block indignantly.

My GF and I just laughed it off.  We're from a city south of Portland that is infamous for it's abundant homeless population, and no, we don't feel obligated to greet every panhandler we see with a smile and warm hello.

I guess we're just assholes that way.  :)",3c3w_jRC2PwrA2MmC7ChGQ,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
219492,4CxF8c3MB7VAdY8zFb2cZQ,2017-03-25 09:25:04,pO-lMeMX6PmVkUKKq5-Z0g,2.0,Passed through Portland and me and my friends had to stop to get some donuts. I was planning on getting a dozen but I felt totally rushed even tho it wasn't busy at all. The donuts are in a spinning case with no labels so you just gotta guess. The bathroom door had a sign that said 'out of order' but I saw a girl coming out of it so maybe it was just a lie? I asked the cashiers where the closest bathroom was and they replied 'I don't know I'm not from around here.' I couldn't tell if they were messing with me but I had to PEE. anyways when entering I had to step over a homeless junkie who was obviously having withdrawals. The donut was okay I guess. I've been to psycho donuts in San Jose and those are waaaay better and they don't rush you.,IBpYq5bC9bY4n45BpgBB4w,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,3
219496,4CxF8c3MB7VAdY8zFb2cZQ,2014-01-12 08:20:41,Tv_C5WLl0YA7kIW_FYmK1A,3.0,"It's a donut.

Typically extremely long lines.",uocYGE8tosU7caXmZl3sxw,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,2
219555,4CxF8c3MB7VAdY8zFb2cZQ,2015-02-01 23:02:22,pa4KEGizPLIgKTTQGDW3qw,4.0,Voodoo doughnuts is pretty popular in Portland. It has tons of selections and they get creative. My favorite is the maple bacon.,t-7zKQUr8NfBVfTjZNUoVg,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
219653,4CxF8c3MB7VAdY8zFb2cZQ,2010-08-17 00:05:31,yiPD6_pWaNZZMoFdfukZ1Q,3.0,"I had one day in Portland, so we decided to stop by Voodoo.  Look, they're good donuts.  But I really enjoyed the regular donuts over most of the creative/weird ones.  Grape Ape?  Disgusting.  No one in my family wanted to finish that thing.

The wait wasn't really that bad.  We had done the research; we knew it was going to be busy.  It was maybe only 20 minutes for us.

Definitely just went to try it, but I've had better donuts.  I don't regret the visit though; definitely interesting.",7J63vxP3rEhc5IXKMN87Fg,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,2
219786,4CxF8c3MB7VAdY8zFb2cZQ,2018-10-06 17:13:33,OznSQa_6oQp0O1cbVsi1Cg,4.0,"I loved the fun, variety and creativity of the different kinds of donuts. There's Voodoo and Blue Star, and I think one should try both because they're different.  

Voodoo has your kitschy, pop-culture kind of donuts (e.g. with toppings like Tang, grape Kool-aid, various crushed candy bars, cookies and supernaturally-colored childhood breakfast cereals)... and others veering towards the creepy side (e.g. the famous voodoo doll stabbed with a pretzel and pentagram-sporting ""diabolus rex"").  Check out the flavors on their website...they even have vegan and gluten-free donuts!

My hubby got the larger crushed-Oreo covered ""dirt"" donut, and I got the smaller, innocent-looking ""Mexican hot chocolate"" chocolate cake donut, dusted in chili-sugar.  And the price was so right... 2 donuts and a coffee for around $5!",g8VBsNgdCFYWIJeV3VWZyQ,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
219828,4CxF8c3MB7VAdY8zFb2cZQ,2007-05-15 03:05:13,nuatvmYEBH0F832xbh_msA,2.0,They're OK.  Nothing great.  The different topping on the donuts are pretty interesting.  Just not too appealing to me.,rtms_S6FyMEh6uIIlvqFGA,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,3
219862,4CxF8c3MB7VAdY8zFb2cZQ,2013-02-19 23:51:31,cYCpFxWny4WujL43o1KbSQ,2.0,"Man...this place is hyped! I have had dozens and dozens of people tell me that Voodoo is amazing, and have seen the pink boxes around town. Hell, I even saw people on the plane coming from Portland with boxes! It is on television, celebrities have endorsed it...sheesh, how else could this place be advertised? Jesus coming down from heaven and personally blessing the place? Jokes aside, I decided to see what the hype was about...and found out that it's just that, hype. 

After waiting over fifteen minutes (only three people in front of me. But the hipster clerk wouldn't let anyone else pay until a customer used the ATM to get cash), I finally ordered my two doughnuts (bacon maple bar, and regular maple bar), and payed almost five bucks(!) for the two. Now that should have payed for two doughnuts, plus coffee at any other place, but I figured that the doughnuts should be good enough, right? Not quite.

Simply put, the doughnuts were nasty. The bacon tasted old, and the icing was way, way too sweet. To the point where I felt like vomiting afterwards. I couldn't even finish the second doughnut, because the sweetness was just killer. Some of you may think I am a wuss...but come on, try it yourself and see. I'd like to see you choke down two of the maple bars. And if you do...join the forces of Wilford Brimley in fighting diabeetus. 

As mentioned earlier, the smarmy hipster clerk just pissed me off. She had this air of superiority around her, like if she didn't exist, the whole place would fall apart. There was another hipster behind the counter, who did not open up a second register to help out the long line, and seemed to just sit and stare into space. What was his job? I honestly don't know. 

I don't understand the shit-craze everybody has for Voodoo. Everyone makes it sound like it's super original and trendy, but in all truth the doughnuts are sub-par and pricey. Clerks are super rude, they only take cash, the lines are long...and just the simple fact that it's overrated. It is just like those cupcake places that have sprung up in every metropolitan area. It is cool for the moment, but eventually it will collapse when something else ""cool"" comes around.",zSJSbya4yryJbfWBtvnqJA,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,3
219866,4CxF8c3MB7VAdY8zFb2cZQ,2018-10-06 21:25:03,96ohn38_M2UzUYfyeu2dJQ,4.0,"The tourist place to go in Portland. Does not quite live up to the hype, but the donuts are actually pretty good. It seems like the majority of people around here think Blue Star is the best, but in my opinion Voodoo stays truer to what I am looking for in a donut, while Blue Star has rich, dense, gourmet pastries.",GqUUmXLXWtoyI_ewyjmj8w,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
219926,4CxF8c3MB7VAdY8zFb2cZQ,2013-06-17 08:33:00,BjjVQPylS0aM500VmU6rUw,4.0,"Staple for first-time Portland visits.  The line moves pretty quick, so don't walk away just because it's out the door and down the block!",dSFdkLPKaEah4e0vXSFImg,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
220015,4CxF8c3MB7VAdY8zFb2cZQ,2011-06-29 00:26:25,8LcrTq2FrBZDT9L1qWEGnQ,2.0,"Voodoo Doughnut was a long drive for me. I live in Washington. Personally, I thought  the donuts were not really worth it. They were too sweet, the lines were long, and the street that they are located on is a street tumbling with homeless people and drug dealers. I was scared while I was waiting. The bacon maple donut is the only donut that i liked, because of the bacon. Only go if you are craving sugary sweet donuts and willing to stand in a two hour line.",-b49iD6hmr_15IDGwXj8VA,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,3
220030,4CxF8c3MB7VAdY8zFb2cZQ,2016-05-18 15:02:38,8vPeYwE1IqtuhpqB7GZQrg,4.0,"Made my way here the first day I was in Portland and there was a crazy , crazyyyy long line. No thank you! I did enough waiting for one day, so decided to stop in on my last day in portland. Stopped in around 9am on a Monday and I was a pretty happy girl - No lINE & even happier with my nom nom's in hand, lol! :) 

Picked out a few of the doughnuts :

*Bacon Maple Bar Doughnut
*Diablos Rex Doughnut
*Memphis Mafia Doughnut :
Fried dough with banana chunks and cinnamon sugar covered in a glaze with chocolate frosting, peanut butter, peanuts and chocolate chips on top!
*Apple Fritter
*Old Fashioned doughnut

My tummy was pretty satisfied with my 2favs-bacon maple and the Memphis mafia! 

The whole ""Cash ONLY""  was such an inconvenience.  So make sure you bring cash!  There are 2ATMS right next to the place, but they are filthy! !! Really filthy , lol!",KnNKTEaM2jWKxQek-Xa8Iw,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
220109,4CxF8c3MB7VAdY8zFb2cZQ,2013-09-16 19:13:19,4YO5AwAh9OFHDM4LnX-uhg,5.0,"ahhh YUM!  waited in line, watch amazing low riders make their cars jump, ordered incredible delights and enjoyed them plenty!",oa8ryTDdohg7HlYfF38Owg,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
220158,4CxF8c3MB7VAdY8zFb2cZQ,2014-06-09 20:35:21,8BH3YPK5BhRsV2s2DxWshA,3.0,"I would recommend Voodoo to a first-timer, or somebody looking for a good experience, but not much for the doughnuts. I used to love Voodoo; of course, I've noticed a diminishment in quality and service the last couple years.

If you're looking for good doughnuts, I recommend Blue Star or Annie's. Blue Star is great for artisan, gourmet doughnuts whereas Annie's is inexpensive and very reliable.",OdES4TvmEXgDKE_aSEumjg,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,2
220216,4CxF8c3MB7VAdY8zFb2cZQ,2012-06-24 06:04:01,STDv5PLoDV9tHakp0hy05Q,1.0,"Great donuts as always, BUT... I bought Rogue's 22 oz bottle of Maple Bacon Ale which a rep was selling at Voodoo Donut. It was $13 which is well above what anyone should ever pay for 22 ounces of beer but I took a chance - key word... ""chance"". I understand now why they weren't tasting the beer and force people to make a blind purchase - it was H-O-R-R-I-B-L-E. I brought it to a party with a bunch of friends - quite a few beer connoisseurs - none could finish the 2 oz sample I poured. I tried to give it chance - came back to it a couple of times - no luck. I feel robbed. At least I have a story to tell. Find a way to get a sample before you buy - if all else fails, call me - I have quite a bit left. Rogue - pretty bottle, but you can do MUCH better.",TRC-KyryyY7JQaNG1-6Xxg,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,3
220232,4CxF8c3MB7VAdY8zFb2cZQ,2013-01-27 02:00:56,wjdEVFnHBH-TOpJby33fGA,5.0,"Today was my first time having a Voodoo Doughnut. I thought it wasn't going to be a big deal. I've eaten donuts before ;), but these are unparalleled. I had a cinnamon and sugar doughnut and a glazed. My husband really liked his maple bar, and my Grandma said her apple fritter was perfect. Yummy, yummy.",CivALaR7VCVJynN13cq0KQ,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
220292,4CxF8c3MB7VAdY8zFb2cZQ,2018-10-30 18:05:58,JOO16eluQDC7Lkc1aDI47g,5.0,"Love the place. Donuts are amazing!
 workers are a blast! We go in at 2 am or noon and the donuts are fresh and tasty. Great variety and people seem to come together when they're there. Portland staple for sure! Visit!",HRKqOXPVoA4HxNKuEJw1VQ,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
220345,4CxF8c3MB7VAdY8zFb2cZQ,2015-11-15 00:39:50,3sdI2Jq9ZjMUYiqYTs3STg,2.0,"Oh Voodoo, you are sitting in the back counting your green going SUCKERS!! I am a Chicago donut connoisseur!  You are par with Dunkin, but you market and have made a niche for yourself. Brilliant!!! I laugh when i drive bye and see the hundreds of tourist waiting in line for your big pink box. Suckers!!!! Donut on!",ekoD2Frzz7ge7XSo2VsHlw,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,3
220354,4CxF8c3MB7VAdY8zFb2cZQ,2010-04-25 00:22:19,OqK9tepUGx2wBKF2TjkAmA,4.0,"Definitely gimmicky but I think that's kind of the point. I brought a friend that was visiting from out of town. Being new here I had not been to Voodoo yet either. I wouldn't wait in line for it if I didn't have an out of towner with me with a time frame, especially with the camp out of people asking for change on the corner where the line wraps around the block. That's just annoying, especially when they're parked under the only spot that's covered when it's raining. I also got a $60 parking ticket for not backing my car in the spaces just out front. It was raining, and I was parked between two big SUV's (one parked front in and one backed in) in my little car so I couldn't see the two signs on the ends of this parking strip that said to back in. I'm hoping they will let me off if I take a picture into the courthouse that shows that I really couldn't see that sign. 

Despite all of that, it is a fun place if only because it's different. I like independent businesses that figure out how to do so well selling things as simple as donuts! The staff doesn't have time for you to be a slow wishy washy goober at the counter but they weren't ever rude. They weren't overly nice, but there's a lot of potential to be rude and the staff was generally pretty nice. After reading reviews, waiting at least 20 minutes in line, and just seeing the set up, I was happy to not have to face a tragically hip jerk at the counter. They were out of the first 4 donuts I wanted to try but egh... it's a doughnut! It's not like they don't have a variety AND they did tell me that more were coming up if I wanted to wait. 

There was a little poster with just a very few donuts with descriptions on it by the glass case. With how busy it gets I'm blown away that they don't have more of those up to help people decide while they wait in line!!! I have to believe it would make the line go so much faster! I'd probably give them that last star just for that since the line situation is ridiculous and there's a pretty simple solution that would at least make it better. OH, AND CASH ONLY!! I usually don't carry cash, but it would SUCK to wait in that line just to find out that you can't pay with your card!",7iYyM7xQLuiJ-SPY0bUDZw,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
220574,4CxF8c3MB7VAdY8zFb2cZQ,2008-11-20 20:40:12,Mkh2MPr6rT3aintfzjlkXg,4.0,yuuummmm.. more later,6pvqr37Hzr941zqC5Bj64A,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
220590,4CxF8c3MB7VAdY8zFb2cZQ,2016-05-05 12:43:43,YleKMGpTTA1IE6jo4fOcdg,2.0,"Ive lived in Portland 25 years and just had my first taste of voodoo in the past 6 months via an office gathering. Im not a doughnut fan but I dont hate them either. These are just doughnuts folks. A lot of them are even a little over the top which I hear is a selling point for a lot of people but there are tastier ways to elevate your A1C as far as Im concerned. If you love doughnuts go to pretty much any doughnut shop in town. If you love long lines, people rudely blocking your path in their selfie taking oblivion and despondent ""over it"" staff ordering your dozen for you because your just too slow. Go to voodoo.",XQYQmLKDkWZT81D6__rR-w,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,3
220717,4CxF8c3MB7VAdY8zFb2cZQ,2014-02-05 15:52:52,ueAPd9AqBblI9Y54RSjWEQ,5.0,"Thanks goodness the lines are so long, or I would probable live on these donuts. Man they are so good!!!!",qHKo-gnhpAdKZ5bITHzULQ,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
